[2026-04-14 22:51:29 -0300] [27477] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:30 -0300] [27477] [ERROR] Can't connect to ('127.0.0.1', 5001)
[2026-04-14 22:51:35 -0300] [27482] [INFO] Starting gunicorn 25.3.0
[2026-04-14 22:51:35 -0300] [27482] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:35 -0300] [27482] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:36 -0300] [27482] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:36 -0300] [27482] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:37 -0300] [27482] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:37 -0300] [27482] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:38 -0300] [27482] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:38 -0300] [27482] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:39 -0300] [27482] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:39 -0300] [27482] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:40 -0300] [27482] [ERROR] Can't connect to ('127.0.0.1', 5001)
[2026-04-14 22:51:45 -0300] [27491] [INFO] Starting gunicorn 25.3.0
[2026-04-14 22:51:45 -0300] [27491] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:45 -0300] [27491] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:46 -0300] [27491] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:46 -0300] [27491] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:48 -0300] [27491] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:48 -0300] [27491] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:49 -0300] [27491] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:49 -0300] [27491] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:50 -0300] [27491] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:50 -0300] [27491] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:51 -0300] [27491] [ERROR] Can't connect to ('127.0.0.1', 5001)
[2026-04-14 22:51:56 -0300] [27496] [INFO] Starting gunicorn 25.3.0
[2026-04-14 22:51:56 -0300] [27496] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:56 -0300] [27496] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:57 -0300] [27496] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:57 -0300] [27496] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:58 -0300] [27496] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:58 -0300] [27496] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:51:59 -0300] [27496] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:51:59 -0300] [27496] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:52:00 -0300] [27496] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:52:00 -0300] [27496] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:52:01 -0300] [27496] [ERROR] Can't connect to ('127.0.0.1', 5001)
[2026-04-14 22:52:06 -0300] [27520] [INFO] Starting gunicorn 25.3.0
[2026-04-14 22:52:06 -0300] [27520] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:52:06 -0300] [27520] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:52:07 -0300] [27520] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:52:07 -0300] [27520] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:52:08 -0300] [27520] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:52:08 -0300] [27520] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:52:09 -0300] [27520] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:52:09 -0300] [27520] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:52:11 -0300] [27520] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:52:11 -0300] [27520] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:52:12 -0300] [27520] [ERROR] Can't connect to ('127.0.0.1', 5001)
[2026-04-14 22:52:17 -0300] [27529] [INFO] Starting gunicorn 25.3.0
[2026-04-14 22:52:17 -0300] [27529] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:52:17 -0300] [27529] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:52:18 -0300] [27529] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:52:18 -0300] [27529] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:52:19 -0300] [27529] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:52:19 -0300] [27529] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
[2026-04-14 22:52:20 -0300] [27529] [ERROR] Connection in use: ('127.0.0.1', 5001)
[2026-04-14 22:52:20 -0300] [27529] [ERROR] connection to ('127.0.0.1', 5001) failed: [Errno 48] Address already in use
